Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Tor*Toolwear,temp_diff,power [rps]
1,301.4,311.1,1472,44.5,159,0,7075.5,9.700000000000045,1087.3664
2,301.3,311.0,1410,52.7,161,0,8484.7,9.699999999999989,1233.4962
1,301.2,310.9,1597,37.9,164,0,6215.599999999999,9.699999999999989,1004.7365799999999
2,301.2,310.9,1460,46.7,166,0,7752.200000000001,9.699999999999989,1131.8212
1,301.1,310.8,1274,55.7,169,0,9413.300000000001,9.699999999999989,1177.96588
2,301.0,310.7,1517,40.2,171,0,6874.200000000001,9.699999999999989,1012.32444
1,301.0,310.7,1300,57.2,174,0,9952.800000000001,9.699999999999989,1234.376
0,300.9,310.6,1686,27.7,176,0,4875.2,9.700000000000045,775.2565199999999
2,300.9,310.7,1485,41.0,181,0,7421.0,9.800000000000011,1010.691
1,301.0,310.7,1464,45.8,184,0,8427.199999999999,9.699999999999989,1113.04992
1,300.9,310.6,1598,35.4,186,0,6584.4,9.700000000000045,939.04872
1,300.9,310.5,1894,21.9,188,0,4117.2,9.600000000000023,688.54476
2,300.8,310.5,1330,59.0,190,0,11210.0,9.699999999999989,1302.602
0,300.8,310.5,1582,31.1,193,0,6002.3,9.699999999999989,816.7233200000001
1,300.7,310.3,1533,35.6,198,0,7048.8,9.600000000000023,905.94168
0,300.8,310.4,1419,46.4,200,0,9280.0,9.599999999999966,1092.97056
2,300.8,310.3,1526,36.3,205,0,7441.499999999999,9.5,919.53708
0,300.7,310.2,1364,65.3,208,1,13582.4,9.5,1478.54872
2,300.8,310.3,1458,43.4,0,0,0.0,9.5,1050.40152
2,300.8,310.4,1288,64.0,3,0,192.0,9.599999999999966,1368.3712
2,300.7,310.3,1659,29.8,6,0,178.8,9.600000000000023,820.6741200000001
0,300.7,310.2,1479,52.3,9,0,470.7,9.5,1284.03822
1,300.7,310.3,1592,36.0,14,0,504.0,9.600000000000023,951.3792
2,300.6,310.2,1532,38.7,16,0,619.2,9.599999999999966,984.18744
1,300.6,310.2,1555,41.9,19,0,796.1,9.599999999999966,1081.5647
1,300.6,310.2,1341,52.6,21,0,1104.6000000000001,9.599999999999966,1170.90756
1,300.6,310.1,1541,42.0,23,0,966.0,9.5,1074.3852
1,300.6,310.3,1414,50.6,25,0,1265.0,9.699999999999989,1187.7034400000002
1,300.5,310.2,1764,25.9,27,0,699.3,9.699999999999989,758.41416
1,300.5,310.3,1336,57.1,29,0,1655.9,9.800000000000011,1266.3409600000002
1,300.5,310.3,1435,43.3,31,0,1342.3,9.800000000000011,1031.4493
2,300.4,310.3,1537,35.0,33,0,1155.0,9.900000000000034,892.997
1,300.3,310.2,1369,48.8,36,0,1756.8,9.899999999999977,1108.99952
2,300.2,310.1,1619,31.3,38,0,1189.4,9.900000000000034,841.2000200000001
1,300.2,310.1,1440,51.1,41,0,2095.1,9.900000000000034,1221.4944
1,300.2,310.1,1649,30.5,43,0,1311.5,9.900000000000034,834.8887
2,300.2,310.1,1550,38.7,45,0,1741.5000000000002,9.900000000000034,995.7510000000001
1,300.3,310.2,1471,45.2,48,0,2169.6000000000004,9.899999999999977,1103.72072
1,300.3,310.3,1483,51.6,50,0,2580.0,10.0,1270.2784800000002
1,300.3,310.4,1336,54.4,52,0,2828.7999999999997,10.099999999999966,1206.4614399999998
1,300.5,310.5,1515,36.6,54,0,1976.4,10.0,920.4534
1,300.5,310.5,1373,47.4,56,0,2654.4,10.0,1080.33132
0,300.6,310.5,1454,51.2,58,0,2969.6000000000004,9.899999999999977,1235.78368
1,300.5,310.5,1646,34.5,63,0,2173.5,10.0,942.6642
2,300.5,310.4,1548,37.3,65,0,2424.5,9.899999999999977,958.4906399999999
2,300.6,310.5,1462,41.3,68,0,2808.3999999999996,9.899999999999977,1002.31796
1,300.5,310.4,1702,33.1,71,0,2350.1,9.899999999999977,935.1809200000001
1,300.5,310.5,1409,60.9,73,0,4445.7,10.0,1424.41446
2,300.6,310.6,1427,52.8,75,0,3960.0,10.0,1250.73696
1,300.6,310.7,1438,48.5,78,1,3783.0,10.099999999999966,1157.7338
1,300.7,310.7,1450,43.4,80,0,3472.0,10.0,1044.638
1,300.7,310.7,1541,41.3,82,0,3386.6,10.0,1056.47878
2,300.7,310.6,1484,38.0,84,0,3192.0,9.900000000000034,936.1072
2,300.8,310.8,1415,44.5,87,0,3871.5,10.0,1045.2605
1,300.7,310.8,1496,46.4,90,0,4176.0,10.100000000000023,1152.27904
2,300.7,310.8,1465,45.2,92,0,4158.400000000001,10.100000000000023,1099.2188
1,300.7,310.8,2113,18.5,95,0,1757.5,10.100000000000023,648.9023
2,300.7,310.8,1506,44.0,97,0,4268.0,10.100000000000023,1099.9824
1,300.7,310.8,1689,28.9,100,0,2890.0,10.100000000000023,810.28086
1,300.7,310.9,1650,29.4,102,0,2998.7999999999997,10.199999999999989,805.266
1,300.7,310.8,1563,33.8,104,0,3515.2,10.100000000000023,876.9680399999999
2,300.7,310.9,1486,38.9,106,0,4123.4,10.199999999999989,959.56964
1,300.8,310.9,1732,25.7,109,0,2801.2999999999997,10.099999999999966,738.90584
1,300.7,310.8,1653,31.6,111,0,3507.6000000000004,10.100000000000023,867.0976800000001
1,300.7,310.9,1535,37.1,113,0,4192.3,10.199999999999989,945.3451
1,300.7,310.9,1637,37.2,115,0,4278.0,10.199999999999989,1010.8802400000001
1,300.6,310.8,1533,38.5,117,0,4504.5,10.199999999999989,979.7403
1,300.6,310.8,1378,51.2,119,0,6092.8,10.199999999999989,1171.1897600000002
1,300.5,310.7,1606,33.5,121,0,4053.5,10.199999999999989,893.0966
1,300.3,310.7,1539,32.3,123,0,3972.8999999999996,10.399999999999977,825.18102
1,300.5,310.8,1728,26.3,125,0,3287.5,10.300000000000011,754.41024
0,300.4,310.7,1656,36.3,127,0,4610.099999999999,10.300000000000011,997.8724799999999
0,300.5,310.8,1631,30.5,132,0,4026.0,10.300000000000011,825.7753
0,300.5,310.9,1447,46.5,137,0,6370.5,10.399999999999977,1116.9393
1,300.4,310.8,1396,49.3,142,0,7000.599999999999,10.400000000000034,1142.45848
1,300.4,310.8,1390,52.5,144,0,7560.0,10.400000000000034,1211.385
1,300.4,310.8,1348,56.0,146,0,8176.0,10.400000000000034,1253.1008
2,300.4,310.8,1491,35.9,148,0,5313.2,10.400000000000034,888.54654
1,300.4,310.8,1520,37.6,151,0,5677.6,10.400000000000034,948.7232
1,300.5,310.8,1509,33.0,153,0,5049.0,10.300000000000011,826.6302000000001
1,300.5,310.8,1445,46.6,155,0,7223.0,10.300000000000011,1117.7942
1,300.5,310.8,1354,51.8,157,0,8132.599999999999,10.300000000000011,1164.2775199999999
1,300.5,310.7,1488,39.4,159,0,6264.599999999999,10.199999999999989,973.21152
0,300.5,310.7,1654,28.6,161,0,4604.6,10.199999999999989,785.25304
0,300.5,310.6,1378,51.5,166,0,8549.0,10.100000000000023,1178.0522
1,300.6,310.7,1750,30.6,171,0,5232.6,10.099999999999966,888.9300000000001
1,300.5,310.6,1448,46.3,173,0,8009.9,10.100000000000023,1112.90384
0,300.6,310.7,1501,45.3,175,0,7927.499999999999,10.099999999999966,1128.72198
2,300.6,310.7,1654,32.0,180,0,5760.0,10.099999999999966,878.6048
2,300.7,310.7,1347,46.5,183,0,8509.5,10.0,1039.7493
1,300.7,310.8,1486,37.1,186,0,6900.6,10.100000000000023,915.16796
0,300.8,310.8,1466,45.2,188,0,8497.6,10.0,1099.96912
0,300.7,310.8,1346,52.0,193,0,10036.0,10.100000000000023,1161.8672
1,300.7,310.7,1314,42.4,198,0,8395.199999999999,10.0,924.84576
1,300.6,310.7,1440,52.5,200,0,10500.0,10.099999999999966,1254.96
1,300.7,310.8,1608,39.5,202,0,7979.0,10.100000000000023,1054.3656
0,300.7,310.8,1296,58.2,204,0,11872.800000000001,10.100000000000023,1252.09152
1,300.7,310.7,1507,46.1,209,0,9634.9,10.0,1153.24682
2,300.7,310.7,1343,51.6,211,0,10887.6,10.0,1150.3600800000002
1,300.7,310.7,1416,40.4,214,0,8645.6,10.0,949.62624
1,300.7,310.6,1288,47.2,216,0,10195.2,9.900000000000034,1009.1737600000001
2,300.7,310.6,1407,42.4,218,0,9243.199999999999,9.900000000000034,990.30288
1,300.6,310.4,1608,39.2,221,0,8663.2,9.799999999999955,1046.35776
1,300.6,310.3,1920,22.3,223,0,4972.900000000001,9.699999999999989,710.7456
2,300.5,310.2,1386,48.2,225,0,10845.0,9.699999999999989,1108.96632
2,300.5,310.2,1571,34.6,228,0,7888.8,9.699999999999989,902.3195600000001
2,300.4,310.2,1613,36.9,231,0,8523.9,9.800000000000011,988.02702
2,300.4,310.2,1671,30.5,234,1,7137.0,9.800000000000011,846.0273
0,300.4,310.2,1431,43.2,0,0,0.0,9.800000000000011,1026.19872
2,300.4,310.2,1380,47.3,5,0,236.5,9.800000000000011,1083.5484
1,300.5,310.3,1683,31.5,8,0,252.0,9.800000000000011,880.0407
1,300.4,310.2,1529,36.2,10,0,362.0,9.800000000000011,918.80668
1,300.5,310.4,1761,26.5,12,0,318.0,9.899999999999977,774.6639
1,300.6,310.5,1570,38.3,14,0,536.1999999999999,9.899999999999977,998.1745999999999
2,300.6,310.5,2156,18.0,16,0,288.0,9.899999999999977,644.2128
2,300.7,310.6,1349,54.5,19,0,1035.5,9.900000000000034,1220.4403
1,300.7,310.7,1431,39.3,22,0,864.5999999999999,10.0,933.5557799999999
1,300.6,310.6,1931,22.0,24,0,528.0,10.0,705.2012
0,300.7,310.7,1428,43.4,26,0,1128.3999999999999,10.0,1028.7883199999999
1,300.8,310.8,1564,36.2,31,0,1122.2,10.0,939.83888
0,300.8,310.9,1425,44.0,33,0,1452.0,10.099999999999966,1040.82
1,300.7,310.8,1597,30.5,38,0,1159.0,10.100000000000023,808.5611
0,300.8,310.8,1618,32.8,40,0,1312.0,10.0,880.9686399999999
2,300.8,310.8,1520,38.0,45,0,1710.0,10.0,958.816
1,300.7,310.7,1425,45.3,48,0,2174.3999999999996,10.0,1071.5714999999998
1,300.8,310.9,1398,38.2,50,0,1910.0000000000002,10.099999999999966,886.4997600000002
2,300.8,310.9,1557,31.6,52,0,1643.2,10.099999999999966,816.7399200000001
1,300.7,310.8,1519,43.9,55,0,2414.5,10.100000000000023,1106.95606
1,300.7,310.8,1619,34.9,57,0,1989.3,10.100000000000023,937.95146
1,300.7,310.8,1814,21.4,59,0,1262.6,10.100000000000023,644.40536
1,300.7,310.9,1521,39.4,61,0,2403.4,10.199999999999989,994.79484
2,300.7,310.9,1369,51.2,63,0,3225.6000000000004,10.199999999999989,1163.5404800000001
1,300.7,310.9,1356,65.3,66,1,4309.8,10.199999999999989,1469.87688
1,300.7,311.0,1336,53.3,68,0,3624.3999999999996,10.300000000000011,1182.06608
1,300.7,311.0,1403,48.3,70,0,3381.0,10.300000000000011,1124.89734
2,300.7,311.0,1413,44.3,72,0,3189.6,10.300000000000011,1039.09194
1,300.6,310.9,1472,47.6,75,0,3570.0,10.299999999999955,1163.11552
2,300.7,310.8,1452,47.9,77,0,3688.2999999999997,10.100000000000023,1154.54328
1,300.6,310.7,1397,53.7,80,0,4296.0,10.099999999999966,1245.31374
1,300.6,310.7,1455,40.6,82,0,3329.2000000000003,10.099999999999966,980.6118
1,300.7,310.8,1754,27.7,84,0,2326.7999999999997,10.100000000000023,806.52428
1,300.6,310.9,1471,37.9,86,0,3259.4,10.299999999999955,925.4649400000001
2,300.6,310.8,1389,48.1,88,0,4232.8,10.199999999999989,1109.06094
2,300.6,310.9,1702,30.3,91,0,2757.3,10.299999999999955,856.07196
2,300.6,311.0,1401,54.6,94,0,5132.400000000001,10.399999999999977,1269.8103600000002
1,300.7,311.1,1426,46.2,97,0,4481.400000000001,10.400000000000034,1093.62792
1,300.7,311.0,1496,38.3,99,0,3791.7,10.300000000000011,951.1268799999999
1,300.6,310.9,1433,42.6,101,0,4302.6,10.299999999999955,1013.3602800000001
2,300.7,311.1,1438,46.6,103,0,4799.8,10.400000000000034,1112.37928
2,300.7,311.0,1418,49.3,106,0,5225.799999999999,10.300000000000011,1160.46284
2,300.8,311.0,1580,36.6,109,0,3989.4,10.199999999999989,959.9448
2,300.7,310.9,1468,41.8,112,0,4681.599999999999,10.199999999999989,1018.6158399999999
2,300.8,310.9,1522,41.7,115,0,4795.5,10.099999999999966,1053.5588400000001
1,300.8,310.9,1311,55.8,118,0,6584.4,10.099999999999966,1214.35308
1,300.9,311.0,1316,56.5,120,0,6780.0,10.100000000000023,1234.2764
0,300.9,311.0,1853,23.6,122,0,2879.2000000000003,10.100000000000023,725.93128
2,300.9,311.0,1556,38.8,127,0,4927.599999999999,10.100000000000023,1002.1884799999999
2,300.9,311.0,1567,34.3,130,0,4459.0,10.100000000000023,892.2184599999999
2,300.9,311.1,1546,37.7,133,0,5014.1,10.200000000000045,967.51772
1,300.9,311.0,1382,51.2,136,0,6963.200000000001,10.100000000000023,1174.5894400000002
1,300.9,311.0,2003,20.2,138,0,2787.6,10.100000000000023,671.64596
1,300.8,310.9,1748,29.9,140,0,4186.0,10.099999999999966,867.60232
0,300.7,310.8,1518,40.1,142,0,5694.2,10.100000000000023,1010.47188
1,300.7,310.8,1475,42.0,147,0,6174.0,10.100000000000023,1028.3700000000001
1,300.8,310.8,1634,29.2,149,0,4350.8,10.0,792.03248
1,300.8,310.8,1689,32.9,151,0,4967.9,10.0,922.43046
2,300.9,310.9,1636,35.3,153,0,5400.9,10.0,958.66328
1,300.9,311.0,2235,15.8,156,0,2464.8,10.100000000000023,586.1958
1,301.0,311.1,1615,35.6,158,0,5624.8,10.100000000000023,954.4004
0,301.1,311.1,1618,29.5,160,0,4720.0,10.0,792.3346
2,301.1,311.2,1407,53.0,165,0,8745.0,10.099999999999966,1237.8786
1,301.1,311.1,1450,43.3,168,0,7274.4,10.0,1042.231
1,301.1,311.1,1889,23.8,170,0,4046.0,10.0,746.3061200000001
1,301.0,310.9,1568,38.2,172,0,6570.400000000001,9.899999999999977,994.3001600000001
1,301.0,311.0,1804,25.8,174,0,4489.2,10.0,772.6171200000001
1,301.0,311.0,1582,37.5,176,0,6600.0,10.0,984.795
2,301.0,310.9,2047,17.9,178,0,3186.2,9.899999999999977,608.2455799999999
1,300.9,310.9,1601,34.0,181,0,6154.0,10.0,903.6044
1,300.9,310.9,1615,32.0,183,0,5856.0,10.0,857.888
2,300.9,310.8,1452,43.6,185,0,8066.0,9.900000000000034,1050.8995200000002
2,300.9,310.8,1695,30.2,188,0,5677.599999999999,9.900000000000034,849.7374
2,300.9,310.8,1790,26.2,191,0,5004.2,9.900000000000034,778.5068
2,301.0,310.8,1533,39.3,194,0,7624.2,9.800000000000011,1000.09854
1,301.0,310.9,1813,28.5,197,0,5614.5,9.899999999999977,857.7303
1,301.0,310.9,1492,36.7,199,0,7303.3,9.899999999999977,908.95624
1,300.9,310.7,1479,43.3,201,0,8703.3,9.800000000000011,1063.07562
1,300.8,310.7,1339,59.1,203,1,11997.300000000001,9.899999999999977,1313.6393400000002
2,300.8,310.7,1371,44.7,205,0,9163.5,9.899999999999977,1017.30942
1,300.9,310.7,1468,36.2,208,0,7529.6,9.800000000000011,882.1505600000002
1,300.9,310.7,1517,41.7,210,0,8757.0,9.800000000000011,1050.09774
1,300.9,310.7,1352,46.4,212,0,9836.8,9.800000000000011,1041.36448
1,300.9,310.7,1389,50.0,214,0,10700.0,9.800000000000011,1152.8700000000001
2,300.8,310.6,1505,36.2,0,0,0.0,9.800000000000011,904.3846000000001
1,300.9,310.6,1538,36.7,3,0,110.10000000000001,9.700000000000045,936.9803600000001
1,300.9,310.8,1482,37.0,5,0,185.0,9.900000000000034,910.2444
2,300.9,310.8,1599,33.0,7,0,231.0,9.900000000000034,875.9322
1,300.9,310.8,1476,39.0,10,0,390.0,9.900000000000034,955.5624
1,300.9,310.7,1509,37.5,12,0,450.0,9.800000000000011,939.3525
1,300.9,310.8,1708,29.1,14,0,407.40000000000003,9.900000000000034,825.0664800000001
1,300.9,310.7,1412,57.5,16,0,920.0,9.800000000000011,1347.754
1,300.9,310.7,1658,28.5,18,0,513.0,9.800000000000011,784.3998
1,301.0,310.8,1375,57.2,20,0,1144.0,9.800000000000011,1305.59
2,300.9,310.8,1402,48.1,22,0,1058.2,9.900000000000034,1119.44092
2,300.9,310.7,1452,47.3,25,0,1182.5,9.800000000000011,1140.08136
2,300.8,310.7,1483,40.8,28,0,1142.3999999999999,9.899999999999977,1004.4062399999999
0,300.9,310.8,1477,38.4,31,0,1190.3999999999999,9.900000000000034,941.49888
2,300.8,310.7,1924,22.4,36,0,806.4,9.899999999999977,715.42016
0,300.9,310.7,1609,28.7,39,0,1119.3,9.800000000000011,766.5597799999999
2,300.8,310.7,1886,21.1,44,0,928.4000000000001,9.899999999999977,660.5903600000001
1,300.7,310.6,1616,29.6,47,0,1391.2,9.900000000000034,794.03776
1,300.7,310.7,1442,43.2,49,0,2116.8,10.0,1034.0870400000001
1,300.8,310.8,1407,45.1,51,0,2300.1,10.0,1053.36462
2,300.8,310.8,1461,41.3,53,0,2188.8999999999996,10.0,1001.6323799999999
2,300.8,310.9,1522,46.2,56,0,2587.2000000000003,10.099999999999966,1167.2522400000003
1,300.9,311.0,1432,48.1,59,0,2837.9,10.100000000000023,1143.39472
1,300.9,311.0,1438,49.0,61,0,2989.0,10.100000000000023,1169.6692
2,300.8,310.9,1678,28.1,63,0,1770.3000000000002,10.099999999999966,782.7198800000001
2,300.8,310.9,1514,38.7,66,0,2554.2000000000003,10.099999999999966,972.6238800000001
1,300.7,310.8,1534,41.3,69,0,2849.7,10.100000000000023,1051.6797199999999
2,300.7,310.8,1486,41.2,71,0,2925.2000000000003,10.100000000000023,1016.3051200000001
1,300.7,310.8,1925,22.0,74,0,1628.0,10.100000000000023,703.01
2,300.7,310.8,1724,30.0,76,0,2280.0,10.100000000000023,858.552
2,300.8,310.8,1549,35.5,79,0,2804.5,10.0,912.8257
1,300.8,310.9,1457,47.7,82,0,3911.4,10.099999999999966,1153.6817400000002
1,300.8,310.9,1453,43.9,84,0,3687.6,10.099999999999966,1058.85922
1,300.8,311.0,1578,44.4,86,0,3818.4,10.199999999999989,1163.04912
2,300.9,311.1,1325,61.4,88,0,5403.2,10.200000000000045,1350.493
1,300.9,311.1,1471,39.3,91,0,3576.2999999999997,10.200000000000045,959.6509799999999
2,300.9,311.2,1472,40.0,93,0,3720.0,10.300000000000011,977.408
1,300.9,311.1,1457,37.4,96,0,3590.3999999999996,10.200000000000045,904.5638799999999
1,301.0,311.0,1402,55.3,98,0,5419.4,10.0,1287.00796
1,300.9,310.9,1477,41.5,100,0,4150.0,10.0,1017.5053
2,300.9,310.9,1727,30.1,102,0,3070.2000000000003,10.0,862.9128200000001
1,300.9,310.9,1995,20.2,105,0,2121.0,10.0,668.9634
1,300.9,310.9,1370,52.5,107,0,5617.5,10.0,1193.955
1,300.9,310.9,1228,66.4,109,0,7237.6,10.0,1353.5507200000002
1,300.9,311.0,1499,38.0,111,0,4218.0,10.100000000000023,945.5692
2,301.0,311.0,1508,46.9,113,0,5299.7,10.0,1174.0383199999999
1,301.0,310.9,1473,44.2,116,0,5127.200000000001,9.899999999999977,1080.7695600000002
0,301.0,311.0,1640,37.6,118,0,4436.8,10.0,1023.6224
1,301.1,311.1,1429,42.5,123,0,5227.5,10.0,1008.1595
1,301.1,311.1,1470,40.9,125,0,5112.5,10.0,998.0418
1,301.0,311.0,1581,37.0,127,0,4699.0,10.0,971.0502
1,301.0,310.9,1740,28.9,129,0,3728.1,9.899999999999977,834.7476
0,300.9,310.8,1390,40.6,131,0,5318.6,9.900000000000034,936.8044
2,300.9,310.8,1988,19.7,136,0,2679.2,9.900000000000034,650.11576
2,300.8,310.7,1452,43.0,139,0,5977.0,9.899999999999977,1036.4376
1,300.8,310.7,1586,33.4,142,0,4742.8,9.899999999999977,879.3418399999999
1,300.8,310.7,1589,34.3,144,0,4939.2,9.899999999999977,904.74482
1,300.8,310.8,1486,45.7,146,0,6672.200000000001,10.0,1127.30932
1,300.9,310.9,1755,27.9,148,0,4129.2,10.0,812.8107
2,301.0,310.9,1575,34.6,150,0,5190.0,9.899999999999977,904.617
2,301.1,311.1,1615,37.7,153,0,5768.1,10.0,1010.6993000000001
2,301.1,311.1,1436,41.8,156,0,6520.799999999999,10.0,996.4116799999999
2,301.1,311.1,1470,40.6,159,0,6455.400000000001,10.0,990.7212
2,301.1,311.1,2089,19.8,162,0,3207.6,10.0,686.6125200000001
1,301.1,311.2,1564,37.0,165,0,6105.0,10.099999999999966,960.6088
2,301.0,311.1,1420,47.4,167,0,7915.8,10.100000000000023,1117.3128
1,301.1,311.1,1711,29.1,170,0,4947.0,10.0,826.5156600000001
1,301.1,311.2,1555,35.3,172,0,6071.599999999999,10.099999999999966,911.1988999999999
2,301.1,311.1,1592,35.7,174,0,6211.8,10.0,943.45104
1,301.0,311.1,1236,64.4,177,1,11398.800000000001,10.100000000000023,1321.33344
2,301.0,310.9,1765,24.2,179,0,4331.8,9.899999999999977,709.0358
1,301.0,311.0,1634,31.2,182,0,5678.4,10.0,846.2812799999999
1,301.1,311.1,1508,41.5,184,0,7636.0,10.0,1038.8612
1,301.1,311.2,1774,29.6,186,0,5505.6,10.099999999999966,871.67264
1,301.1,311.0,1677,29.1,188,0,5470.8,9.899999999999977,810.09162
1,301.0,311.0,1399,58.0,190,1,11020.0,10.0,1346.9572
1,301.0,310.9,1570,34.0,192,0,6528.0,9.899999999999977,886.1080000000001
1,301.0,310.9,1479,44.3,194,0,8594.199999999999,9.899999999999977,1087.62702
1,301.0,310.8,1558,34.9,196,0,6840.4,9.800000000000011,902.61172
1,300.8,310.7,1358,48.1,198,0,9523.800000000001,9.899999999999977,1084.30868
0,300.9,310.7,1656,30.7,200,0,6140.0,9.800000000000011,843.93072
1,300.9,310.7,1523,35.8,205,0,7338.999999999999,9.800000000000011,905.0884399999999
0,300.9,310.7,1403,40.6,207,0,8404.2,9.800000000000011,945.5658800000001
2,300.9,310.7,1362,51.6,212,0,10939.2,9.800000000000011,1166.63472
2,300.7,310.6,1778,27.1,215,0,5826.5,9.900000000000034,799.85108
1,300.7,310.5,1448,38.2,218,0,8327.6,9.800000000000011,918.20576
0,300.8,310.5,1559,40.1,220,0,8822.0,9.699999999999989,1037.76394
1,300.8,310.6,1416,42.2,225,0,9495.0,9.800000000000011,991.9363200000001
1,300.8,310.6,1577,37.9,227,1,8603.3,9.800000000000011,992.15378
1,300.8,310.7,1633,27.8,0,0,0.0,9.899999999999977,753.59684
1,300.9,310.7,1573,31.2,2,0,62.4,9.800000000000011,814.68816
1,300.9,310.8,1517,44.3,4,0,177.2,9.900000000000034,1115.57146
1,301.0,310.9,1515,37.3,6,0,223.79999999999998,9.899999999999977,938.0576999999998
1,301.0,310.8,1527,45.3,8,0,362.4,9.800000000000011,1148.27346
1,301.1,310.9,1282,67.9,10,1,679.0,9.799999999999955,1444.99348
2,301.1,310.9,1396,45.1,12,0,541.2,9.799999999999955,1045.12936
1,301.0,310.9,1492,44.6,15,0,669.0,9.899999999999977,1104.6171199999999
1,301.0,310.8,1975,19.7,17,0,334.9,9.800000000000011,645.8645
1,301.0,310.8,1475,35.3,19,0,670.6999999999999,9.800000000000011,864.3204999999999
0,301.0,310.9,1495,37.3,21,0,783.3,9.899999999999977,925.6740999999998
1,301.0,311.0,1553,35.8,26,0,930.8,10.0,922.9168399999999
1,301.1,311.0,1918,21.7,28,0,607.6,9.899999999999977,690.90196
2,301.1,311.0,1413,46.6,30,0,1398.0,9.899999999999977,1093.0402800000002
1,301.0,311.0,1437,56.0,33,0,1848.0,10.0,1335.8352
1,301.0,310.9,1450,45.9,35,0,1606.5,9.899999999999977,1104.813
2,301.0,310.9,1910,21.9,37,0,810.3,9.899999999999977,694.3614
1,300.9,310.9,1749,26.4,40,0,1056.0,10.0,766.48176
0,301.0,310.9,1916,22.0,42,0,924.0,9.899999999999977,699.7232
1,301.0,310.9,1428,45.3,47,0,2129.1,9.899999999999977,1073.82744
1,301.0,310.9,1578,38.4,49,0,1881.6,9.899999999999977,1005.88032
1,300.9,310.8,1571,39.9,51,0,2034.8999999999999,9.900000000000034,1040.53614
1,300.9,310.8,1729,30.2,53,0,1600.6,9.900000000000034,866.7822799999999
1,300.9,310.8,1701,30.4,55,0,1672.0,9.900000000000034,858.3926399999999
1,300.9,310.8,1493,45.8,57,0,2610.6,9.900000000000034,1135.0980399999999
2,301.0,310.9,1554,32.7,59,0,1929.3000000000002,9.899999999999977,843.54228
1,300.9,310.9,1497,43.2,62,0,2678.4,10.0,1073.52864
1,301.0,310.9,1679,29.8,64,0,1907.2,9.899999999999977,830.5677200000001
2,301.0,310.9,1510,44.5,66,0,2937.0,9.899999999999977,1115.437
1,301.0,310.9,1296,54.9,69,0,3788.1,9.899999999999977,1181.09664
1,301.0,310.9,1404,41.8,71,0,2967.7999999999997,9.899999999999977,974.2075199999999
2,300.9,310.8,1519,34.9,73,0,2547.7,9.900000000000034,880.01746
2,300.9,310.7,1696,27.3,76,0,2074.8,9.800000000000011,768.59328
2,300.8,310.6,1669,28.4,79,0,2243.6,9.800000000000011,786.83336
1,300.7,310.6,1447,40.7,82,0,3337.4,9.900000000000034,977.6221400000001
2,300.7,310.6,1418,46.3,84,0,3889.2,9.900000000000034,1089.8464399999998
1,300.7,310.6,1407,40.5,87,0,3523.5,9.900000000000034,945.9261
1,300.8,310.5,1434,44.5,89,0,3960.5,9.699999999999989,1059.2958
1,300.8,310.6,1360,48.8,91,0,4440.8,9.800000000000011,1101.7088
1,300.8,310.6,1402,53.7,93,0,4994.1,9.800000000000011,1249.7708400000001
1,300.9,310.6,1552,34.9,95,0,3315.5,9.700000000000045,899.13568
1,300.9,310.7,1392,44.2,97,0,4287.400000000001,9.800000000000011,1021.33824
1,301.1,310.8,1521,41.0,99,0,4059.0,9.699999999999989,1035.1926
1,301.1,310.8,1724,27.5,101,0,2777.5,9.699999999999989,787.006
2,301.0,310.7,1455,46.1,103,0,4748.3,9.699999999999989,1113.4533
0,301.0,310.6,1366,50.6,106,0,5363.6,9.600000000000023,1147.3853600000002
0,301.1,310.6,1407,43.9,111,0,4872.9,9.5,1025.33718
1,301.1,310.8,1470,49.3,116,0,5718.799999999999,9.699999999999989,1203.0186
2,301.2,310.9,1359,50.8,118,0,5994.4,9.699999999999989,1146.0175199999999
0,301.1,310.8,1792,25.8,121,0,3121.8,9.699999999999989,767.47776
2,301.1,310.9,1552,37.9,126,0,4775.4,9.799999999999955,976.4252799999999
1,301.2,311.0,1612,32.9,129,0,4244.099999999999,9.800000000000011,880.3776799999999
2,301.2,311.0,1424,41.4,131,0,5423.4,9.800000000000011,978.62976
0,301.3,311.0,1341,59.3,134,0,7946.2,9.699999999999989,1320.05358
1,301.2,310.8,1479,38.2,139,0,5309.8,9.600000000000023,937.8634800000001
1,301.2,310.9,1413,50.1,141,0,7064.1,9.699999999999989,1175.1355800000001
1,301.3,310.9,2165,17.4,143,0,2488.2,9.599999999999966,625.3386
2,301.3,311.0,1641,33.0,145,0,4785.0,9.699999999999989,898.9398
2,301.3,311.0,1495,40.8,148,0,6038.4,9.699999999999989,1012.5335999999999
1,301.3,311.0,1576,30.4,151,0,4590.4,9.699999999999989,795.3126399999999
1,301.2,310.9,1467,37.1,153,0,5676.3,9.699999999999989,903.46662
1,301.2,310.8,1479,41.2,155,0,6386.0,9.600000000000023,1011.51768
1,301.3,310.9,1596,33.9,157,0,5322.3,9.599999999999966,898.1330399999999
2,301.3,310.9,1512,36.9,159,0,5867.099999999999,9.599999999999966,926.1604799999999
1,301.4,310.9,1414,38.8,162,0,6285.599999999999,9.5,910.72912
